Date,sentiment_score
2017-03-01,0.0909090909091
2017-03-02,0.00285463328942
2017-03-03,0.0297202797203
2017-03-04,0.041958041958
2017-03-05,0.00813008130081
2017-03-06,0.00710479573712
2017-03-07,0.00268817204301
2017-03-08,-0.0139720558882
2017-03-09,-0.045197740113
2017-03-10,0.012996941896
2017-03-11,0.00444444444444
2017-03-12,-0.025974025974
2017-03-13,-0.0214067278287
2017-03-14,-0.00305810397554
2017-03-15,0.0210474791973
2017-03-16,-0.00973236009732
2017-03-17,0.0154486036839
2017-03-18,-0.042735042735
2017-03-19,0.0344827586207
2017-03-20,0.00713213213213
2017-03-21,0.00944933202998
2017-03-22,-0.0223236935566
2017-03-23,-0.0266554433221
2017-03-24,-0.0720446473871
2017-03-25,-0.052757793765
2017-03-26,0.0118203309693
2017-03-27,-0.00734094616639
2017-03-28,0.0141268409979
2017-03-29,0.0403225806452
2017-03-30,0.00805987334485
2017-03-31,-0.0114114114114
2017-04-01,0.140186915888
2017-04-02,0.0909090909091
2017-04-03,0.00572246065808
2017-04-04,-0.0081799591002
2017-04-05,-0.0342639593909
2017-04-06,-0.0851788756388
2017-04-07,-0.0606060606061
2017-04-08,0.0677966101695
2017-04-09,-0.0228758169935
2017-04-10,-0.0588235294118
2017-04-11,-0.0642857142857
2017-04-12,-0.0620567375887
2017-04-13,-0.0264993026499
2017-04-14,-0.0534759358289
2017-04-15,-0.0233333333333
2017-04-16,-0.0106382978723
2017-04-17,-0.0217086834734
2017-04-18,0.0135566188198
2017-04-19,-0.0381136950904
2017-04-20,-0.0327956989247
2017-04-21,-0.0205479452055
2017-04-22,-0.0849056603774
2017-04-23,0.0797101449275
2017-04-24,-0.0428015564202
2017-04-25,-0.00965360590574
2017-04-26,-0.0172910662824
2017-04-27,-0.0095818815331
2017-04-28,-0.0736224028907
2017-04-29,0.0678466076696
2017-04-30,0.00961538461538
