78532649,AAPL,2017-03-28,2017-03-28T04:03:15Z,b'$AAPL one day be super useful. \x93You Can Now Use Siri To Control Apple Watch Apps\x94\n\nhttps://www.buzzfeed.com/nicolenguyen/you-can-now-use-siri-to-control-apple-watch-apps',None
78532714,TSLA,2017-03-28,2017-03-28T04:05:06Z,b'$TSLA broke downtrend &amp; ascending triangle on daily. closed &gt; 61.8% 270 on HEAVY vol. gap fill 273.51 then 281',Bullish
78532794,AAPL,2017-03-28,2017-03-28T04:07:45Z,b'$AAPL \x93The next iPhone super-cycle will be even more massive than most people expect - JPMorgan\x94\n\nhttp://www.cnbc.com/2017/03/27/apple-iphone-super-cycle-bigger-than-expected-jpmorgan.html',Bullish
78532803,TSLA,2017-03-28,2017-03-28T04:08:10Z,b'$TSLA how do y&#39;all cope when you know you sold too soon? I&#39;m crying# but don&#39;t think this is healthy way to cope. Thoughts',None
78532843,TSLA,2017-03-28,2017-03-28T04:09:24Z,b'@Joejo $TSLA cheaper prices too come when the markets pull back. #wait4it don&#39;t chase it. imo',None
78532985,AAPL,2017-03-28,2017-03-28T04:14:36Z,b'$AAPL fb',None
78532986,AAPL,2017-03-28,2017-03-28T04:14:41Z,b'?Breaking News: Apple releases a new iPhone. Yes folks  it comes in the color red. No new hardware. It&#39;s just red. #slowdeath #apple $AAPL?',None
78532996,TSLA,2017-03-28,2017-03-28T04:15:19Z,b'$TSLA I wanted my mommy and cash blankee# I couldn&#39;t handle the ludicrous speed this stock I going',None
78533091,AAPL,2017-03-28,2017-03-28T04:20:23Z,b'$AAPL what a crazy weekend.  Glad to be back in my own bed though.',None
78533094,TSLA,2017-03-28,2017-03-28T04:20:34Z,b'$TSLA $12 billion Highfields Capital Management fund started to buy TSLA shares.',None
78533107,TSLA,2017-03-28,2017-03-28T04:20:59Z,b'$TSLA PrimeCap management bought more than 1 million shares of TSLA.',None
78533108,FB,2017-03-28,2017-03-28T04:21:04Z,b'See you all bright and early.\n\nhttps://youtu.be/wxM1LCaKO6Y\n\n$JNUG $JDST $NUGT $DUST $GLD $SLV $GDX $GDXJ $RT $RNN $APOP $PSIX $SNAP $FB $AMD $F',None
